W,hidden,epochs,iters,rmse_scaled,rmse_psia,r2,n_test,elapsed_sec
20,16,391,50048,0.06317542493343353,0.10613471388816832,0.8501809610561998,4064,1077.3224306106567
10,16,391,50048,0.06317581981420517,0.10613537728786467,0.8501790935894022,4064,334.19982409477234
15,16,391,50048,0.06320299208164215,0.1061810266971588,0.8500502031451523,4064,642.5017976760864
5,16,391,50048,0.06351955235004425,0.10671284794807433,0.8485443378195289,4064,552.2877972126007
