engine_id,d,n_points,adf_stat,adf_p,adf_stationary,kpss_stat,kpss_p,kpss_stationary
58,2,228,-8.014775612555791,2.1535022728543805e-12,True,0.12517939643723225,0.1,True
59,2,169,-7.565474542319999,2.9336090712882874e-11,True,0.4082643252554849,0.07359296325194617,True
60,2,182,-8.977845499473805,7.447917052202792e-15,True,0.12885961979478233,0.1,True
61,2,177,-7.470736141154773,5.0629518222513695e-11,True,0.12473079203075493,0.1,True
62,2,171,-6.968686211243616,8.778747803477702e-10,True,0.09401726621790979,0.1,True
63,2,280,-9.515605941727797,3.1633277820078227e-16,True,0.08981718889913251,0.1,True
67,2,196,-8.355547213638575,2.915899492321075e-13,True,0.2166043826944165,0.1,True
68,2,359,-9.196108193152531,2.0606586240353885e-15,True,0.17026622073744796,0.1,True
69,2,134,-8.306080583644903,3.9004801836890446e-13,True,0.002815942688535661,0.1,True
70,2,205,-8.249033830841823,5.454060011584935e-13,True,0.1469109164019705,0.1,True
71,2,210,-7.891275285485774,4.429765647478208e-12,True,0.08510261164626075,0.1,True
72,2,210,-7.5578104111150655,3.066248539257266e-11,True,0.27015056019476796,0.1,True
73,2,163,-7.184287875589328,2.6011119471458623e-10,True,0.1664866251423335,0.1,True
74,2,226,-8.937651632101792,9.43858010175199e-15,True,0.17988968572386507,0.1,True
75,2,207,-7.571486009589802,2.8335742036347108e-11,True,0.09463723596740138,0.1,True
76,2,151,-6.2600504882715775,4.245050149328846e-08,True,0.3118492733241722,0.1,True
78,2,196,-7.786693539312145,8.14401617758916e-12,True,0.4999999999999848,0.0416666666666701,False
79,2,182,-8.488151502180951,1.335795079404225e-13,True,0.5000000000000505,0.04166666666665529,False
80,2,237,-8.750738662995463,2.8412098618691336e-14,True,0.19549756201485263,0.1,True
81,2,211,-7.665656035371466,1.643882398633156e-11,True,0.10465613520689025,0.1,True
82,2,290,-9.418916139661162,5.571287449036691e-16,True,0.0713048222215724,0.1,True
83,2,264,-8.395957334262363,2.298810739209326e-13,True,0.41228800163267293,0.07185861998591685,True
84,2,185,-8.147754904619624,9.883195730013724e-13,True,0.1706515060080716,0.1,True
86,2,175,-7.246357659749293,1.8279051476713417e-10,True,0.5000000000000182,0.04166666666666257,False
87,2,210,-8.479045187806808,1.409404136717512e-13,True,0.05894305124414388,0.1,True
88,2,214,-8.418301393399556,2.0155002558642357e-13,True,0.01243305667076839,0.1,True
89,2,151,-6.807441435041787,2.1586841943754253e-09,True,0.1337925219914745,0.1,True
91,2,338,-9.504546197540988,3.374707553196395e-16,True,0.279364935325755,0.1,True
92,2,152,-7.213490254046071,2.2036293590781392e-10,True,0.01285773124291674,0.1,True
93,2,255,-8.169250782986113,8.712401873089858e-13,True,0.03265906195800468,0.1,True
94,2,280,-9.469604208848185,4.140307547535114e-16,True,0.13692631823752452,0.1,True
95,2,333,-9.770965839213732,7.138217637267015e-17,True,0.07698092787640089,0.1,True
96,2,199,-7.929475623265944,3.54482658865238e-12,True,0.03090943207072378,0.1,True
97,2,153,-8.129914206436341,1.0973096780343375e-12,True,0.10027036919339113,0.1,True
98,2,182,-7.232284845732818,1.9802983606580573e-10,True,0.12852814348524214,0.1,True
99,2,197,-8.669371957496073,4.5906224825059165e-14,True,0.20548416188449733,0.1,True
